UM_NAMEF;UM_NAMES;UM_CODE;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR;global_id
Полное наименование;Сокращённое наименование;Код;Транслитерация;Код вида;Код ОМК ТМ;Код ОМК ТЕ;Код КЛАДР;global_id
проспект 40 лет Октября;просп. 40 лет Октября;26040;prospekt Sorok let Oktyabrya;10;;508;7,70000000000212E+016;58482886
Сосинская улица;Сосинская ул.;26050;Sosinskaya ulicza;1;;"0107;0515";7,70000000000317E+016;58482887
Сосинский проезд;Сосинский пр.;26060;Sosinskij proezd;3;;107;7,70000000003832E+016;58482888
Сосновая аллея;Сосновая аллея;26065;Sosnovaya alleya;9;;1010;7,70000020002729E+016;58482889
Сосновая аллея;Сосновая аллея;26080;Sosnovaya alleya;9;;903;7,70000000002728E+016;58482890
Сосновая улица;Сосновая ул.;26090;Sosnovaya ulicza;1;;907;7,7000000000273E+016;58482891
Сочинская улица;Сочинская ул.;26105;Sochinskaya ulicza;1;;512;7,70000000007487E+016;58482892
Союзный проспект;Союзный просп.;26110;Soyuzny'j prospekt;10;;411;7,70000000000448E+016;58482893
Спартаковская площадь;Спартаковская пл.;26120;Spartakovskaya ploshhad`;4;;102;7,70000000002733E+016;58482894
Спартаковская улица;Спартаковская ул.;26130;Spartakovskaya ulicza;1;;102;7,70000000000697E+016;58482895
Спартаковский переулок;Спартаковский пер.;26140;Spartakovskij pereulok;2;;102;7,70000000002735E+016;58482897
Малый Спасоглинищевский переулок;М. Спасоглинищевский пер.;26160;Maly'j Spasoglinishhevskij pereulok;2;;102;7,70000000003833E+016;58482898
1-й Спасоналивковский переулок;1-й Спасоналивковский пер.;26170;Pervy'j Spasonalivkovskij pereulok;2;;110;7,70000000002736E+016;58482899
2-й Спасоналивковский переулок;2-й Спасоналивковский пер.;26180;Vtoroj Spasonalivkovskij pereulok;2;;110;7,70000000002737E+016;58482900
Спасопесковская площадь;Спасопесковская пл.;26200;Spasopeskovskaya ploshhad`;4;;101;7,70000000002738E+016;58482901
Спасопесковский переулок;Спасопесковский пер.;26210;Spasopeskovskij pereulok;2;;101;7,70000000002739E+016;58482902
Большая Спасская улица;Б. Спасская ул.;26220;Bol`shaya Spasskaya ulicza;1;;104;7,70000000000684E+016;58482903
Спасский тупик;Спасский туп.;26230;Spasskij tupik;7;;104;7,70000000004215E+016;58482904
улица Сперанского;ул. Сперанского;26240;ulicza Speranskogo;1;;201;7,70000000002742E+016;58482905
Спиридоньевский переулок;Спиридоньевский пер.;26250;Spiridon`evskij pereulok;2;;106;7,70000000002744E+016;58482906
Спортивная улица;Спортивная ул.;26270;Sportivnaya ulicza;1;;618;7,70000000007428E+016;58482907
Спортивная улица;Спортивная ул.;26275;Sportivnaya ulicza;1;;1112;7,70000000002745E+016;58482908
Спортивный проезд;Спортивный пр.;26300;Sportivny'j proezd;3;;508;7,70000000000213E+016;58482909
улица Сретенка;ул. Сретенка;26310;ulicza Sretenka;1;;"0104;0105";7,70000000000687E+016;58482910
площадь Сретенские Ворота;пл. Сретенские Ворота;26320;ploshhad` Sretenskie Vorota;4;;"0104;0105";7,70000000003834E+016;58482911
Сретенский бульвар;Сретенский бульв.;26330;Sretenskij bul`var;8;;104;7,70000000000685E+016;58482912
Сретенский переулок;Сретенский пер.;26340;Sretenskij pereulok;2;;104;7,70000000003835E+016;58482913
Сретенский тупик;Сретенский туп.;26350;Sretenskij tupik;7;;104;7,70000000000688E+016;58482914
Ставропольская улица;Ставропольская ул.;26360;Stavropol`skaya ulicza;1;;508;7,70000000000065E+016;58482915
Ставропольский проезд;Ставропольский пр.;26365;Stavropol`skij proezd;3;;508;7,70000000007376E+016;58482916
улица Сталеваров;ул. Сталеваров;26370;ulicza Stalevarov;1;;407;7,70000000000449E+016;58482917
Стандартная улица;Стандартная ул.;26380;Standartnaya ulicza;1;;302;7,70000000002752E+016;58482918
Леонтьевский переулок;Леонтьевский пер.;26390;Leont`evskij pereulok;2;;"0106;0108";7,7000000000713E+016;58482919
Вознесенский переулок;Вознесенский пер.;26400;Voznesenskij pereulok;2;;"0106;0108";7,70000000007168E+016;58482920
Станционная улица;Станционная ул.;26410;Stanczionnaya ulicza;1;;308;7,70000000002755E+016;58482921
Старая площадь;Старая пл.;26420;Staraya ploshhad`;4;;108;7,70000000002757E+016;58482922
Староалексеевская улица;Староалексеевская ул.;26430;Staroalekseevskaya ulicza;1;;301;7,70000000002758E+016;58482923
Старобалаклавская улица;Старобалаклавская ул.;26433;Starobalaklavskaya ulicza;1;;615;7,70000000007762E+016;58482924
Старобитцевская улица;Старобитцевская ул.;26435;Starobitczevskaya ulicza;1;;708;7,70000000002759E+016;58482925
Староватутинский проезд;Староватутинский пр.;26436;Starovatutinskij proezd;3;;303;7,7000000000276E+016;58482927
Старогавриковская улица;Старогавриковская ул.;26437;Starogavrikovskaya ulicza;1;;711;7,70000000002762E+016;58482928
Староволынская улица;Староволынская ул.;26450;Starovoly'nskaya ulicza;1;;"0819;0820";7,70000000002761E+016;58482929
Большой Староданиловский переулок;Б. Староданиловский пер.;26460;Bol`shoj Starodanilovskij pereulok;2;;609;7,70000000002763E+016;58482930
Старокалужское шоссе;Старокалужское ш.;26485;Starokaluzhskoe shosse;6;;707;7,70000000003836E+016;58482931
Старокачаловская улица;Старокачаловская ул.;26487;Starokachalovskaya ulicza;1;;708;7,70000000002768E+016;58482932
Старокаширское шоссе;Старокаширское ш.;26490;Starokashirskoe shosse;6;;613;7,70000000000523E+016;58482933
Старокирочный переулок;Старокирочный пер.;26500;Starokirochny'j pereulok;2;;102;7,7000000000277E+016;58482934
Староконюшенный переулок;Староконюшенный пер.;26520;Starokonyushenny'j pereulok;2;;"0101;0109";7,70000000002771E+016;58482935
Старокоптевский переулок;Старокоптевский пер.;26530;Starokoptevskij pereulok;2;;210;7,70000000000368E+016;58482936
Старокрымская улица;Старокрымская ул.;26535;Starokry'mskaya ulicza;1;;"0708;0711";7,70000000005009E+016;58482937
Старолучанская улица;Старолучанская ул.;26540;Staroluchanskaya ulicza;1;;807;7,70000000002774E+016;58482938
Старомарьинское шоссе;Старомарьинское ш.;26550;Staromar`inskoe shosse;6;;309;7,70000000002775E+016;58482939
Старомонетный переулок;Старомонетный пер.;26560;Staromonetny'j pereulok;2;;110;7,70000000002776E+016;58482940
Староможайское шоссе;Староможайское ш.;26570;Staromozhajskoe shosse;6;;819;7,70000000004217E+016;58482941
Старонародная улица;Старонародная ул.;26575;Staronarodnaya ulicza;1;;711;7,70000000002777E+016;58482942
Староникольская улица;Староникольская ул.;26577;Staronikol`skaya ulicza;1;;1115;7,70000000002778E+016;58482943
Староорловская улица;Староорловская ул.;26585;Staroorlovskaya ulicza;1;;"0816;0811";7,70000000002779E+016;58482944
Старопанский переулок;Старопанский пер.;26590;Staropanskij pereulok;2;;108;7,7000000000278E+016;58482945
Старопетровский проезд;Старопетровский пр.;26600;Staropetrovskij proezd;3;;205;7,70000000002781E+016;58482946
Старопокровский проезд;Старопокровский пр.;26605;Staropokrovskij proezd;3;;620;7,70000000007765E+016;58482947
Старопотаповская улица;Старопотаповская ул.;26607;Staropotapovskaya ulicza;1;;711;7,70000000002783E+016;58482948
Старосадский переулок;Старосадский пер.;26610;Starosadskij pereulok;2;;102;7,70000000002784E+016;58482949
Старослободская улица;Старослободская ул.;26620;Staroslobodskaya ulicza;1;;418;7,70000000002785E+016;58482950
Старослободский переулок;Старослободский пер.;26630;Staroslobodskij pereulok;2;;418;7,70000000002786E+016;58482951
Староспасская улица;Староспасская ул.;26635;Starospasskaya ulicza;1;;902;7,70000000002787E+016;58482952
улица Николая Старостина;ул. Николая Старостина;26640;ulicza Nikolaya Starostina;1;;"0412;0409";7,70000000007149E+016;58482953
Старофилинская улица;Старофилинская ул.;26647;Starofilinskaya ulicza;1;;212;7,70000000002788E+016;58482954
Стартовая улица;Стартовая ул.;26650;Startovaya ulicza;1;;307;7,7000000000389E+016;58482955
улица Старый Гай;ул. Ст. Гай;26660;ulicza Stary'j Gaj;1;;404;7,7000000000045E+016;58482956
улица Стасовой;ул. Стасовой;26670;ulicza Stasovoj;1;;610;7,70000000002791E+016;58482957
Стахановская улица;Стахановская ул.;26680;Staxanovskaya ulicza;1;;513;7,70000000000031E+016;58482958
1-я Стекольная улица;1-я Стекольная ул.;26690;Pervaya Stekol`naya ulicza;1;;606;7,70000000003839E+016;58482959
Столешников переулок;Столешников пер.;26710;Stoleshnikov pereulok;2;;108;7,70000000000602E+016;58482960
Столовый переулок;Столовый пер.;26720;Stolovy'j pereulok;2;;106;7,70000000002795E+016;58482961
Столярный переулок;Столярный пер.;26730;Stolyarny'j pereulok;2;;106;7,70000000002796E+016;58482963
переулок Огородная Слобода;пер. Огородная Слобода;26740;pereulok Ogorodnaya Sloboda;2;;102;7,70000000007193E+016;58482964
Сторожевая улица;Сторожевая ул.;26750;Storozhevaya ulicza;1;;507;7,70000000000315E+016;58482965
Страстной бульвар;Страстной бульв.;26770;Strastnoj bul`var;8;;108;7,70000000000603E+016;58482966
проезд Стратонавтов;пр. Стратонавтов;26780;proezd Stratonavtov;3;;903;7,700000000028E+016;58482967
Страховская улица;Страховская ул.;26790;Straxovskaya ulicza;1;;415;7,70000000002801E+016;58482968
Стрелецкая улица;Стрелецкая ул.;26800;Streleczkaya ulicza;1;;309;7,70000000002802E+016;58482969
1-й Стрелецкий проезд;1-й Стрелецкий пр.;26810;Pervy'j Streleczkij proezd;3;;309;7,70000000002803E+016;58482970
2-й Стрелецкий проезд;2-й Стрелецкий пр.;26820;Vtoroj Streleczkij proezd;3;;309;7,70000000002804E+016;58482971
3-й Стрелецкий проезд;3-й Стрелецкий пр.;26821;Tretij Streleczkij proezd;3;;309;7,70000000002805E+016;58482972
4-й Стрелецкий проезд;4-й Стрелецкий пр.;26830;Chetvyorty'j Streleczkij proezd;3;;309;7,70000000002806E+016;58482973
Стрельбищенский переулок;Стрельбищенский пер.;26840;Strel`bishhenskij pereulok;2;;106;7,70000000002807E+016;58482974
Стремянный переулок;Стремянный пер.;26850;Stremyanny'j pereulok;2;;103;7,70000000002808E+016;58482975
Строгановский проезд;Строгановский пр.;26860;Stroganovskij proezd;3;;507;7,7000000000384E+016;58482976
Строгинский бульвар;Строгинский бульв.;26865;Stroginskij bul`var;8;;905;7,70000000002809E+016;58482977
